@relation class
@attribute hmi_dst_bytes real
@attribute hmi_dst_flow real
@attribute hmi_dst_pkt real
@attribute hmi_src_bytes real
@attribute hmi_src_flow real
@attribute hmi_src_pkt real
@attribute port_1_s_rx_bytes real
@attribute port_1_s_rx_crc_err real
@attribute port_1_s_rx_drop real
@attribute port_1_s_rx_error real
@attribute port_1_s_rx_frame_err real
@attribute port_1_s_rx_over_err real
@attribute port_1_s_rx_pkt real
@attribute port_1_s_tx_bytes real
@attribute port_1_s_tx_drop real
@attribute port_1_s_tx_error real
@attribute port_1_s_tx_pkt real
@attribute port_2_s_rx_bytes real
@attribute port_2_s_rx_crc_err real
@attribute port_2_s_rx_drop real
@attribute port_2_s_rx_error real
@attribute port_2_s_rx_frame_err real
@attribute port_2_s_rx_over_err real
@attribute port_2_s_rx_pkt real
@attribute port_2_s_tx_bytes real
@attribute port_2_s_tx_drop real
@attribute port_2_s_tx_error real
@attribute port_2_s_tx_pkt real
@attribute port_3_s_rx_bytes real
@attribute port_3_s_rx_crc_err real
@attribute port_3_s_rx_drop real
@attribute port_3_s_rx_error real
@attribute port_3_s_rx_frame_err real
@attribute port_3_s_rx_over_err real
@attribute port_3_s_rx_pkt real
@attribute port_3_s_tx_bytes real
@attribute port_3_s_tx_drop real
@attribute port_3_s_tx_error real
@attribute port_3_s_tx_pkt real
@attribute port_hmi_rx_bytes real
@attribute port_hmi_rx_crc_err real
@attribute port_hmi_rx_drop real
@attribute port_hmi_rx_error real
@attribute port_hmi_rx_frame_err real
@attribute port_hmi_rx_over_err real
@attribute port_hmi_rx_pkt real
@attribute port_hmi_tx_bytes real
@attribute port_hmi_tx_drop real
@attribute port_hmi_tx_error real
@attribute port_hmi_tx_pkt real
@attribute port_udp_counts real
@attribute rst real
@attribute tcp_connection real
@attribute tcp_failed real
@attribute tcp_port_counts real
@attribute udp_connection real
@attribute unknown_protocol real
@attribute class{0,1}
@data
59666,3,708,85850,0,1187,23520,0,0,0,0,0,289,31366,0,0,450,21245,0,0,0,0,0,256,30786,0,0,437,22933,0,0,0,0,0,295,31742,0,0,441,85920,0,0,0,0,0,1188,64852,0,0,794,0,0,0,0,0,0,0,"0"
59347,0,700,85549,0,1185,21323,0,0,0,0,0,256,29850,0,0,414,21310,0,0,0,0,0,256,29835,0,0,414,21578,0,0,0,0,0,260,29848,0,0,414,86430,0,0,0,0,0,1197,63943,0,0,768,0,0,0,0,0,0,0,"0"
59565,3,706,86073,0,1189,21179,0,0,0,0,0,255,29528,0,0,409,21128,0,0,0,0,0,254,29479,0,0,408,21326,0,0,0,0,0,257,29479,0,0,408,85738,0,0,0,0,0,1185,63365,0,0,762,0,0,0,0,0,0,0,"0"
59091,0,697,85149,0,1179,21287,0,0,0,0,0,256,29477,0,0,409,21431,0,0,0,0,0,258,29555,0,0,410,21365,0,0,0,0,0,257,29555,0,0,410,85839,0,0,0,0,0,1189,63815,0,0,767,0,0,0,0,0,0,0,"0"
59551,3,706,85806,0,1188,21426,0,0,0,0,0,258,29778,0,0,412,21171,0,0,0,0,0,255,29613,0,0,410,21303,0,0,0,0,0,257,29745,0,0,412,85875,0,0,0,0,0,1187,63549,0,0,765,0,0,0,0,0,0,0,"0"
50778,10,583,71010,18,981,24469,0,0,0,0,0,271,37363,0,0,468,24403,0,0,0,0,0,270,37546,0,0,471,24535,0,0,0,0,0,272,37476,0,0,470,75244,0,0,0,0,0,1041,70051,0,0,789,0,0,9,0,3,0,0,"0"
61321,23,731,76089,22,1067,121653,0,0,0,0,0,2004,98019,0,0,1670,50191,0,0,0,0,0,789,117873,0,0,1965,50071,0,0,0,0,0,787,110019,0,0,1820,96127,0,0,0,0,0,1380,147293,0,0,2248,0,53,0,0,46,0,0,"1"
59397,7,704,79869,8,1111,127795,0,0,0,0,0,2096,128799,0,0,2249,61529,0,0,0,0,0,1003,112579,0,0,1877,60743,0,0,0,0,0,988,104829,0,0,1730,105603,0,0,0,0,0,1550,147277,0,0,2264,0,81,0,0,77,0,0,"1"
59879,2,709,79665,1,1112,127737,0,0,0,0,0,2092,129465,0,0,2251,61293,0,0,0,0,0,994,114281,0,0,1899,61149,0,0,0,0,0,992,104991,0,0,1724,105771,0,0,0,0,0,1556,150671,0,0,2309,0,69,0,0,67,0,0,"1"
59521,0,707,80328,0,1117,122556,0,0,0,0,0,2009,124006,0,0,2163,61183,0,0,0,0,0,998,110441,0,0,1842,56218,0,0,0,0,0,906,99410,0,0,1641,105148,0,0,0,0,0,1546,147626,0,0,2276,0,61,0,0,61,0,0,"1"
58067,0,676,80352,0,1120,86278,0,0,0,0,0,1379,90234,0,0,1535,48196,0,0,0,0,0,754,87514,0,0,1439,50194,0,0,0,0,0,791,78926,0,0,1277,91710,0,0,0,0,0,1293,115596,0,0,1700,0,13,0,0,12,0,0,"0"
77639,352,968,87096,348,1217,94631,0,0,0,0,0,1388,108493,0,0,1686,60629,0,0,0,0,0,896,109051,0,0,1647,60527,0,0,0,0,0,893,99067,0,0,1477,116028,0,0,0,0,0,1615,144138,0,0,2014,0,0,87,0,1,0,0,"0"
0,0,0,0,0,0,40271,0,0,0,0,0,489,49369,0,0,708,31060,0,0,0,0,0,402,51256,0,0,698,31683,0,0,0,0,0,412,48958,0,0,663,87576,0,0,0,0,0,1212,86733,0,0,1084,0,0,3,0,1,0,0,"0"
59808,3,711,86517,0,1197,21647,0,0,0,0,0,260,30666,0,0,419,21568,0,0,0,0,0,259,30583,0,0,418,21424,0,0,0,0,0,257,30723,0,0,420,85723,0,0,0,0,0,1186,64578,0,0,773,0,0,0,0,0,0,0,"0"
59088,0,696,85590,0,1185,21386,0,0,0,0,0,257,29630,0,0,411,21184,0,0,0,0,0,254,29700,0,0,412,21324,0,0,0,0,0,256,29560,0,0,410,85590,0,0,0,0,0,1185,63626,0,0,763,0,0,0,0,0,0,0,"0"
59910,3,711,86598,0,1197,21392,0,0,0,0,0,258,29892,0,0,414,21475,0,0,0,0,0,259,29975,0,0,415,21458,0,0,0,0,0,259,30041,0,0,416,86598,0,0,0,0,0,1197,63974,0,0,771,0,0,0,0,0,0,0,"0"
58218,0,688,84768,0,1173,20872,0,0,0,0,0,251,29216,0,0,405,21070,0,0,0,0,0,254,29216,0,0,405,20938,0,0,0,0,0,252,29216,0,0,405,84768,0,0,0,0,0,1173,62612,0,0,753,0,0,0,0,0,0,0,"0"
59652,2,704,85818,0,1188,21616,0,0,0,0,0,260,29988,0,0,416,21616,0,0,0,0,0,260,29988,0,0,416,21550,0,0,0,0,0,259,29988,0,0,416,86688,0,0,0,0,0,1200,64514,0,0,775,0,0,0,0,0,0,0,"0"
59679,0,709,86301,0,1194,21335,0,0,0,0,0,258,29437,0,0,408,21137,0,0,0,0,0,255,29437,0,0,408,21071,0,0,0,0,0,254,29437,0,0,408,85431,0,0,0,0,0,1182,63275,0,0,763,0,0,0,0,0,0,0,"0"
59301,0,698,85869,0,1188,21479,0,0,0,0,0,258,29715,0,0,412,21343,0,0,0,0,0,256,29785,0,0,413,21541,0,0,0,0,0,259,29785,0,0,413,85869,0,0,0,0,0,1188,64095,0,0,769,0,0,0,0,0,0,0,"0"
59524,0,707,86013,0,1190,21226,0,0,0,0,0,256,29797,0,0,413,21292,0,0,0,0,0,257,29727,0,0,412,21292,0,0,0,0,0,257,29797,0,0,413,86301,0,0,0,0,0,1194,63542,0,0,766,0,0,0,0,0,0,0,"0"
59372,0,700,86094,0,1192,21738,0,0,0,0,0,260,30774,0,0,421,21965,0,0,0,0,0,263,30581,0,0,418,21742,0,0,0,0,0,260,30721,0,0,420,85806,0,0,0,0,0,1188,65384,0,0,780,0,0,0,0,0,0,0,"0"
59466,0,705,85926,0,1188,21310,0,0,0,0,0,257,29606,0,0,410,21376,0,0,0,0,0,258,29742,0,0,412,21314,0,0,0,0,0,257,29536,0,0,409,85926,0,0,0,0,0,1188,63732,0,0,768,0,0,0,0,0,0,0,"0"
59505,0,702,86460,0,1197,21740,0,0,0,0,0,262,30003,0,0,416,21455,0,0,0,0,0,258,29990,0,0,416,21525,0,0,0,0,0,259,29920,0,0,415,86530,0,0,0,0,0,1198,64369,0,0,774,0,0,0,0,0,0,0,"0"
59469,3,705,85704,0,1185,21381,0,0,0,0,0,258,29660,0,0,411,21245,0,0,0,0,0,256,29730,0,0,412,21311,0,0,0,0,0,257,29730,0,0,412,85704,0,0,0,0,0,1185,63669,0,0,767,0,0,0,0,0,0,0,"0"
59143,0,698,85929,0,1190,21442,0,0,0,0,0,258,29765,0,0,413,21442,0,0,0,0,0,258,29765,0,0,413,21310,0,0,0,0,0,256,29765,0,0,413,86415,0,0,0,0,0,1197,63926,0,0,768,0,0,0,0,0,0,0,"0"
59453,3,704,85695,0,1184,21337,0,0,0,0,0,257,29622,0,0,410,21139,0,0,0,0,0,254,29622,0,0,410,21188,0,0,0,0,0,255,29622,0,0,410,85341,0,0,0,0,0,1179,63230,0,0,760,0,0,0,0,0,0,0,"0"
58842,0,697,85293,0,1181,21068,0,0,0,0,0,254,29347,0,0,407,21068,0,0,0,0,0,254,29281,0,0,406,21068,0,0,0,0,0,254,29281,0,0,406,85161,0,0,0,0,0,1179,62936,0,0,758,0,0,0,0,0,0,0,"0"
59398,1,701,85950,0,1190,21458,0,0,0,0,0,258,29838,0,0,414,21458,0,0,0,0,0,258,29838,0,0,414,21458,0,0,0,0,0,258,29838,0,0,414,86238,0,0,0,0,0,1194,64106,0,0,770,0,0,0,0,0,0,0,"0"
50674,10,582,70926,18,980,25415,0,0,0,0,0,282,43908,0,0,519,25395,0,0,0,0,0,282,43941,0,0,519,25593,0,0,0,0,0,284,43513,0,0,514,75356,0,0,0,0,0,1043,79485,0,0,862,0,0,9,0,3,0,0,"0"
60194,2,712,86631,0,1200,21786,0,0,0,0,0,261,30860,0,0,422,21637,0,0,0,0,0,259,30926,0,0,423,21787,0,0,0,0,0,261,31058,0,0,425,85705,0,0,0,0,0,1187,65149,0,0,778,0,0,0,0,0,0,0,"0"
59979,0,711,85476,0,1182,21349,0,0,0,0,0,257,29563,0,0,409,21167,0,0,0,0,0,255,29254,0,0,405,21349,0,0,0,0,0,257,29563,0,0,409,86028,0,0,0,0,0,1189,63597,0,0,765,0,0,0,0,0,0,0,"0"
59367,0,701,87126,0,1206,21927,0,0,0,0,0,263,30905,0,0,423,22047,0,0,0,0,0,264,31082,0,0,425,21655,0,0,0,0,0,259,30979,0,0,424,86644,0,0,0,0,0,1200,65581,0,0,783,0,0,0,0,0,0,0,"0"
59463,0,705,85476,0,1182,21090,0,0,0,0,0,254,29600,0,0,410,21020,0,0,0,0,0,253,29600,0,0,410,21296,0,0,0,0,0,257,29592,0,0,410,85476,0,0,0,0,0,1182,63208,0,0,761,0,0,0,0,0,0,0,"0"
59451,0,701,85826,0,1188,21484,0,0,0,0,0,258,29784,0,0,413,21484,0,0,0,0,0,258,29784,0,0,413,21352,0,0,0,0,0,256,29784,0,0,413,86472,0,0,0,0,0,1197,64052,0,0,768,0,0,0,0,0,0,0,"0"
59008,1,701,86293,0,1194,21071,0,0,0,0,0,254,29575,0,0,410,21335,0,0,0,0,0,258,29658,0,0,411,21335,0,0,0,0,0,258,29724,0,0,412,85647,0,0,0,0,0,1185,63473,0,0,766,0,0,0,0,0,0,0,"0"
59037,0,694,85653,0,1185,21707,0,0,0,0,0,261,30079,0,0,417,21769,0,0,0,0,0,262,30149,0,0,418,21567,0,0,0,0,0,259,30219,0,0,419,86587,0,0,0,0,0,1198,64775,0,0,778,0,0,0,0,0,0,0,"0"
59791,3,711,86367,0,1195,21424,0,0,0,0,0,257,30381,0,0,415,21630,0,0,0,0,0,260,30307,0,0,414,21490,0,0,0,0,0,258,30447,0,0,416,85653,0,0,0,0,0,1185,64566,0,0,773,0,0,0,0,0,0,0,"0"
59105,0,696,85740,0,1187,21634,0,0,0,0,0,260,30009,0,0,416,21498,0,0,0,0,0,258,30079,0,0,417,21708,0,0,0,0,0,261,29803,0,0,413,86451,0,0,0,0,0,1196,64572,0,0,775,0,0,0,0,0,0,0,"0"
59827,3,710,86448,0,1195,21078,0,0,0,0,0,254,29517,0,0,409,21210,0,0,0,0,0,256,29517,0,0,409,21144,0,0,0,0,0,255,29666,0,0,411,85737,0,0,0,0,0,1186,63164,0,0,761,0,0,0,0,0,0,0,"0"
58482,0,692,84768,0,1173,20955,0,0,0,0,0,252,29233,0,0,405,20938,0,0,0,0,0,252,29167,0,0,404,20938,0,0,0,0,0,252,29233,0,0,405,84768,0,0,0,0,0,1173,62480,0,0,751,0,0,0,0,0,0,0,"0"
59778,1,705,86556,0,1198,21550,0,0,0,0,0,259,29658,0,0,411,21484,0,0,0,0,0,258,29724,0,0,412,21550,0,0,0,0,0,259,29922,0,0,415,86688,0,0,0,0,0,1200,64316,0,0,772,0,0,0,0,0,0,0,"0"
59355,0,705,85563,0,1184,21269,0,0,0,0,0,257,29239,0,0,405,21203,0,0,0,0,0,256,29454,0,0,408,21071,0,0,0,0,0,254,29388,0,0,407,85431,0,0,0,0,0,1182,63275,0,0,763,0,0,0,0,0,0,0,"0"
59169,0,696,85869,0,1188,21563,0,0,0,0,0,259,30073,0,0,417,21409,0,0,0,0,0,257,29785,0,0,413,21343,0,0,0,0,0,256,29785,0,0,413,86227,0,0,0,0,0,1193,64047,0,0,768,0,0,0,0,0,0,0,"0"
59676,0,709,86301,0,1194,21295,0,0,0,0,0,257,29662,0,0,411,21362,0,0,0,0,0,258,30020,0,0,416,21494,0,0,0,0,0,260,29937,0,0,415,86013,0,0,0,0,0,1190,63800,0,0,770,0,0,0,0,0,0,0,"0"
59088,0,696,85590,0,1185,21871,0,0,0,0,0,261,30546,0,0,417,21788,0,0,0,0,0,260,30414,0,0,415,21404,0,0,0,0,0,255,30307,0,0,414,86142,0,0,0,0,0,1192,64932,0,0,772,0,0,0,0,0,0,0,"0"
60258,3,716,87012,0,1203,21282,0,0,0,0,0,257,29931,0,0,415,21356,0,0,0,0,0,258,29927,0,0,415,21468,0,0,0,0,0,259,30306,0,0,420,86460,0,0,0,0,0,1196,63908,0,0,771,0,0,0,0,0,0,0,"0"
58911,0,694,85590,0,1185,21301,0,0,0,0,0,256,29630,0,0,411,21169,0,0,0,0,0,254,29560,0,0,410,21239,0,0,0,0,0,255,29490,0,0,409,85590,0,0,0,0,0,1185,63441,0,0,761,0,0,0,0,0,0,0,"0"
59403,3,704,85704,0,1185,21537,0,0,0,0,0,260,29822,0,0,413,21335,0,0,0,0,0,257,29958,0,0,415,21405,0,0,0,0,0,258,29954,0,0,415,86574,0,0,0,0,0,1197,64009,0,0,771,0,0,0,0,0,0,0,"0"
59532,0,703,86415,0,1197,21220,0,0,0,0,0,255,29343,0,0,407,21220,0,0,0,0,0,255,29343,0,0,407,21286,0,0,0,0,0,256,29475,0,0,409,85545,0,0,0,0,0,1185,63458,0,0,762,0,0,0,0,0,0,0,"0"
59232,3,701,85341,0,1179,21271,0,0,0,0,0,256,29490,0,0,408,21188,0,0,0,0,0,255,29490,0,0,408,21188,0,0,0,0,0,255,29539,0,0,409,85341,0,0,0,0,0,1179,63296,0,0,761,0,0,0,0,0,0,0,"0"
58212,0,688,85161,0,1179,20953,0,0,0,0,0,252,29430,0,0,408,21002,0,0,0,0,0,253,29347,0,0,407,21078,0,0,0,0,0,254,29491,0,0,409,85305,0,0,0,0,0,1181,62682,0,0,754,0,0,0,0,0,0,0,"0"
60108,3,711,86238,0,1194,21326,0,0,0,0,0,256,29838,0,0,414,21590,0,0,0,0,0,260,29772,0,0,413,21316,0,0,0,0,0,256,29628,0,0,411,86094,0,0,0,0,0,1192,63964,0,0,768,0,0,0,0,0,0,0,"0"
