@relation class
@attribute hmi_dst_bytes real
@attribute hmi_dst_flow real
@attribute hmi_dst_pkt real
@attribute hmi_src_bytes real
@attribute hmi_src_flow real
@attribute hmi_src_pkt real
@attribute port_1_s_rx_bytes real
@attribute port_1_s_rx_crc_err real
@attribute port_1_s_rx_drop real
@attribute port_1_s_rx_error real
@attribute port_1_s_rx_frame_err real
@attribute port_1_s_rx_over_err real
@attribute port_1_s_rx_pkt real
@attribute port_1_s_tx_bytes real
@attribute port_1_s_tx_drop real
@attribute port_1_s_tx_error real
@attribute port_1_s_tx_pkt real
@attribute port_2_s_rx_bytes real
@attribute port_2_s_rx_crc_err real
@attribute port_2_s_rx_drop real
@attribute port_2_s_rx_error real
@attribute port_2_s_rx_frame_err real
@attribute port_2_s_rx_over_err real
@attribute port_2_s_rx_pkt real
@attribute port_2_s_tx_bytes real
@attribute port_2_s_tx_drop real
@attribute port_2_s_tx_error real
@attribute port_2_s_tx_pkt real
@attribute port_3_s_rx_bytes real
@attribute port_3_s_rx_crc_err real
@attribute port_3_s_rx_drop real
@attribute port_3_s_rx_error real
@attribute port_3_s_rx_frame_err real
@attribute port_3_s_rx_over_err real
@attribute port_3_s_rx_pkt real
@attribute port_3_s_tx_bytes real
@attribute port_3_s_tx_drop real
@attribute port_3_s_tx_error real
@attribute port_3_s_tx_pkt real
@attribute port_hmi_rx_bytes real
@attribute port_hmi_rx_crc_err real
@attribute port_hmi_rx_drop real
@attribute port_hmi_rx_error real
@attribute port_hmi_rx_frame_err real
@attribute port_hmi_rx_over_err real
@attribute port_hmi_rx_pkt real
@attribute port_hmi_tx_bytes real
@attribute port_hmi_tx_drop real
@attribute port_hmi_tx_error real
@attribute port_hmi_tx_pkt real
@attribute port_udp_counts real
@attribute rst real
@attribute tcp_connection real
@attribute tcp_failed real
@attribute tcp_port_counts real
@attribute udp_connection real
@attribute unknown_protocol real
@attribute class{0}
@data
59851,2,706,77445,0,1082,81049,0,0,0,0,0,1135,80545,0,0,1289,72103,0,0,0,0,0,1132,89359,0,0,1290,21699,0,0,0,0,0,261,63647,0,0,956,86157,0,0,0,0,0,1192,97893,0,0,1311,0,0,0,0,0,0,0,"0"
59456,0,706,81765,0,1136,81848,0,0,0,0,0,1148,81431,0,0,1304,73070,0,0,0,0,0,1150,90495,0,0,1306,21208,0,0,0,0,0,256,63447,0,0,954,85869,0,0,0,0,0,1188,97460,0,0,1311,0,0,0,0,0,0,0,"0"
59468,0,701,81255,0,1131,82257,0,0,0,0,0,1151,82345,0,0,1312,73413,0,0,0,0,0,1152,91035,0,0,1309,21767,0,0,0,0,0,260,63308,0,0,942,86259,0,0,0,0,0,1194,97578,0,0,1296,0,0,0,0,0,0,0,"0"
59570,0,707,76799,0,1073,81642,0,0,0,0,0,1145,81214,0,0,1300,72786,0,0,0,0,0,1145,90087,0,0,1300,21352,0,0,0,0,0,258,62714,0,0,940,85907,0,0,0,0,0,1188,96686,0,0,1296,0,0,0,0,0,0,0,"0"
59310,0,699,82354,0,1145,80623,0,0,0,0,0,1129,80291,0,0,1284,71879,0,0,0,0,0,1128,89101,0,0,1286,21528,0,0,0,0,0,259,64511,0,0,969,86314,0,0,0,0,0,1195,99030,0,0,1329,0,0,0,0,0,0,0,"0"
59666,3,708,75950,0,1062,81550,0,0,0,0,0,1143,81115,0,0,1298,72683,0,0,0,0,0,1143,89965,0,0,1298,21244,0,0,0,0,0,256,61869,0,0,926,85850,0,0,0,0,0,1187,95512,0,0,1277,0,0,0,0,0,0,0,"0"
59023,0,696,82381,0,1145,81565,0,0,0,0,0,1143,80961,0,0,1297,72767,0,0,0,0,0,1144,89825,0,0,1297,21352,0,0,0,0,0,257,62895,0,0,944,85619,0,0,0,0,0,1186,97004,0,0,1299,0,0,0,0,0,0,0,"0"
59955,3,711,80541,1,1120,81894,0,0,0,0,0,1148,81462,0,0,1303,72763,0,0,0,0,0,1144,90312,0,0,1303,21414,0,0,0,0,0,258,67218,0,0,1011,86619,0,0,0,0,0,1197,101212,0,0,1366,0,0,0,0,0,0,0,"0"
59025,0,696,75665,0,1060,81849,0,0,0,0,0,1147,81267,0,0,1302,72945,0,0,0,0,0,1147,90171,0,0,1302,21287,0,0,0,0,0,256,65917,0,0,992,85839,0,0,0,0,0,1189,100057,0,0,1347,0,0,0,0,0,0,0,"0"
59551,3,706,81629,0,1134,80645,0,0,0,0,0,1130,80396,0,0,1286,72037,0,0,0,0,0,1132,89136,0,0,1286,20997,0,0,0,0,0,252,61037,0,0,912,85639,0,0,0,0,0,1184,94649,0,0,1262,0,0,0,0,0,0,0,"0"
50674,10,582,70926,18,980,25415,0,0,0,0,0,282,43908,0,0,519,25395,0,0,0,0,0,282,43941,0,0,519,25593,0,0,0,0,0,284,43513,0,0,514,75356,0,0,0,0,0,1043,79485,0,0,862,0,0,9,0,3,0,0,"0"
60194,2,712,86631,0,1200,21786,0,0,0,0,0,261,30860,0,0,422,21637,0,0,0,0,0,259,30926,0,0,423,21787,0,0,0,0,0,261,31058,0,0,425,85705,0,0,0,0,0,1187,65149,0,0,778,0,0,0,0,0,0,0,"0"
59979,0,711,85476,0,1182,21349,0,0,0,0,0,257,29563,0,0,409,21167,0,0,0,0,0,255,29254,0,0,405,21349,0,0,0,0,0,257,29563,0,0,409,86028,0,0,0,0,0,1189,63597,0,0,765,0,0,0,0,0,0,0,"0"
59367,0,701,87126,0,1206,21927,0,0,0,0,0,263,30905,0,0,423,22047,0,0,0,0,0,264,31082,0,0,425,21655,0,0,0,0,0,259,30979,0,0,424,86644,0,0,0,0,0,1200,65581,0,0,783,0,0,0,0,0,0,0,"0"
59463,0,705,85476,0,1182,21090,0,0,0,0,0,254,29600,0,0,410,21020,0,0,0,0,0,253,29600,0,0,410,21296,0,0,0,0,0,257,29592,0,0,410,85476,0,0,0,0,0,1182,63208,0,0,761,0,0,0,0,0,0,0,"0"
59451,0,701,85826,0,1188,21484,0,0,0,0,0,258,29784,0,0,413,21484,0,0,0,0,0,258,29784,0,0,413,21352,0,0,0,0,0,256,29784,0,0,413,86472,0,0,0,0,0,1197,64052,0,0,768,0,0,0,0,0,0,0,"0"
59008,1,701,86293,0,1194,21071,0,0,0,0,0,254,29575,0,0,410,21335,0,0,0,0,0,258,29658,0,0,411,21335,0,0,0,0,0,258,29724,0,0,412,85647,0,0,0,0,0,1185,63473,0,0,766,0,0,0,0,0,0,0,"0"
59037,0,694,85653,0,1185,21707,0,0,0,0,0,261,30079,0,0,417,21769,0,0,0,0,0,262,30149,0,0,418,21567,0,0,0,0,0,259,30219,0,0,419,86587,0,0,0,0,0,1198,64775,0,0,778,0,0,0,0,0,0,0,"0"
59791,3,711,86367,0,1195,21424,0,0,0,0,0,257,30381,0,0,415,21630,0,0,0,0,0,260,30307,0,0,414,21490,0,0,0,0,0,258,30447,0,0,416,85653,0,0,0,0,0,1185,64566,0,0,773,0,0,0,0,0,0,0,"0"
59105,0,696,85740,0,1187,21634,0,0,0,0,0,260,30009,0,0,416,21498,0,0,0,0,0,258,30079,0,0,417,21708,0,0,0,0,0,261,29803,0,0,413,86451,0,0,0,0,0,1196,64572,0,0,775,0,0,0,0,0,0,0,"0"
59827,3,710,86448,0,1195,21078,0,0,0,0,0,254,29517,0,0,409,21210,0,0,0,0,0,256,29517,0,0,409,21144,0,0,0,0,0,255,29666,0,0,411,85737,0,0,0,0,0,1186,63164,0,0,761,0,0,0,0,0,0,0,"0"
58482,0,692,84768,0,1173,20955,0,0,0,0,0,252,29233,0,0,405,20938,0,0,0,0,0,252,29167,0,0,404,20938,0,0,0,0,0,252,29233,0,0,405,84768,0,0,0,0,0,1173,62480,0,0,751,0,0,0,0,0,0,0,"0"
59778,1,705,86556,0,1198,21550,0,0,0,0,0,259,29658,0,0,411,21484,0,0,0,0,0,258,29724,0,0,412,21550,0,0,0,0,0,259,29922,0,0,415,86688,0,0,0,0,0,1200,64316,0,0,772,0,0,0,0,0,0,0,"0"
59355,0,705,85563,0,1184,21269,0,0,0,0,0,257,29239,0,0,405,21203,0,0,0,0,0,256,29454,0,0,408,21071,0,0,0,0,0,254,29388,0,0,407,85431,0,0,0,0,0,1182,63275,0,0,763,0,0,0,0,0,0,0,"0"
59169,0,696,85869,0,1188,21563,0,0,0,0,0,259,30073,0,0,417,21409,0,0,0,0,0,257,29785,0,0,413,21343,0,0,0,0,0,256,29785,0,0,413,86227,0,0,0,0,0,1193,64047,0,0,768,0,0,0,0,0,0,0,"0"
59676,0,709,86301,0,1194,21295,0,0,0,0,0,257,29662,0,0,411,21362,0,0,0,0,0,258,30020,0,0,416,21494,0,0,0,0,0,260,29937,0,0,415,86013,0,0,0,0,0,1190,63800,0,0,770,0,0,0,0,0,0,0,"0"
59088,0,696,85590,0,1185,21871,0,0,0,0,0,261,30546,0,0,417,21788,0,0,0,0,0,260,30414,0,0,415,21404,0,0,0,0,0,255,30307,0,0,414,86142,0,0,0,0,0,1192,64932,0,0,772,0,0,0,0,0,0,0,"0"
60258,3,716,87012,0,1203,21282,0,0,0,0,0,257,29931,0,0,415,21356,0,0,0,0,0,258,29927,0,0,415,21468,0,0,0,0,0,259,30306,0,0,420,86460,0,0,0,0,0,1196,63908,0,0,771,0,0,0,0,0,0,0,"0"
58911,0,694,85590,0,1185,21301,0,0,0,0,0,256,29630,0,0,411,21169,0,0,0,0,0,254,29560,0,0,410,21239,0,0,0,0,0,255,29490,0,0,409,85590,0,0,0,0,0,1185,63441,0,0,761,0,0,0,0,0,0,0,"0"
59403,3,704,85704,0,1185,21537,0,0,0,0,0,260,29822,0,0,413,21335,0,0,0,0,0,257,29958,0,0,415,21405,0,0,0,0,0,258,29954,0,0,415,86574,0,0,0,0,0,1197,64009,0,0,771,0,0,0,0,0,0,0,"0"
59532,0,703,86415,0,1197,21220,0,0,0,0,0,255,29343,0,0,407,21220,0,0,0,0,0,255,29343,0,0,407,21286,0,0,0,0,0,256,29475,0,0,409,85545,0,0,0,0,0,1185,63458,0,0,762,0,0,0,0,0,0,0,"0"
59232,3,701,85341,0,1179,21271,0,0,0,0,0,256,29490,0,0,408,21188,0,0,0,0,0,255,29490,0,0,408,21188,0,0,0,0,0,255,29539,0,0,409,85341,0,0,0,0,0,1179,63296,0,0,761,0,0,0,0,0,0,0,"0"
58212,0,688,85161,0,1179,20953,0,0,0,0,0,252,29430,0,0,408,21002,0,0,0,0,0,253,29347,0,0,407,21078,0,0,0,0,0,254,29491,0,0,409,85305,0,0,0,0,0,1181,62682,0,0,754,0,0,0,0,0,0,0,"0"
60108,3,711,86238,0,1194,21326,0,0,0,0,0,256,29838,0,0,414,21590,0,0,0,0,0,260,29772,0,0,413,21316,0,0,0,0,0,256,29628,0,0,411,86094,0,0,0,0,0,1192,63964,0,0,768,0,0,0,0,0,0,0,"0"
