@relation class
@attribute hmi_dst_bytes real
@attribute hmi_dst_flow real
@attribute hmi_dst_pkt real
@attribute hmi_src_bytes real
@attribute hmi_src_flow real
@attribute hmi_src_pkt real
@attribute port_1_s_rx_bytes real
@attribute port_1_s_rx_crc_err real
@attribute port_1_s_rx_drop real
@attribute port_1_s_rx_error real
@attribute port_1_s_rx_frame_err real
@attribute port_1_s_rx_over_err real
@attribute port_1_s_rx_pkt real
@attribute port_1_s_tx_bytes real
@attribute port_1_s_tx_drop real
@attribute port_1_s_tx_error real
@attribute port_1_s_tx_pkt real
@attribute port_2_s_rx_bytes real
@attribute port_2_s_rx_crc_err real
@attribute port_2_s_rx_drop real
@attribute port_2_s_rx_error real
@attribute port_2_s_rx_frame_err real
@attribute port_2_s_rx_over_err real
@attribute port_2_s_rx_pkt real
@attribute port_2_s_tx_bytes real
@attribute port_2_s_tx_drop real
@attribute port_2_s_tx_error real
@attribute port_2_s_tx_pkt real
@attribute port_3_s_rx_bytes real
@attribute port_3_s_rx_crc_err real
@attribute port_3_s_rx_drop real
@attribute port_3_s_rx_error real
@attribute port_3_s_rx_frame_err real
@attribute port_3_s_rx_over_err real
@attribute port_3_s_rx_pkt real
@attribute port_3_s_tx_bytes real
@attribute port_3_s_tx_drop real
@attribute port_3_s_tx_error real
@attribute port_3_s_tx_pkt real
@attribute port_hmi_rx_bytes real
@attribute port_hmi_rx_crc_err real
@attribute port_hmi_rx_drop real
@attribute port_hmi_rx_error real
@attribute port_hmi_rx_frame_err real
@attribute port_hmi_rx_over_err real
@attribute port_hmi_rx_pkt real
@attribute port_hmi_tx_bytes real
@attribute port_hmi_tx_drop real
@attribute port_hmi_tx_error real
@attribute port_hmi_tx_pkt real
@attribute port_udp_counts real
@attribute rst real
@attribute tcp_connection real
@attribute tcp_failed real
@attribute tcp_port_counts real
@attribute udp_connection real
@attribute unknown_protocol real
@attribute class{0,1}
@data
59851,2,706,77445,0,1082,81049,0,0,0,0,0,1135,80545,0,0,1289,72103,0,0,0,0,0,1132,89359,0,0,1290,21699,0,0,0,0,0,261,63647,0,0,956,86157,0,0,0,0,0,1192,97893,0,0,1311,0,0,0,0,0,0,0,"0"
59456,0,706,81765,0,1136,81848,0,0,0,0,0,1148,81431,0,0,1304,73070,0,0,0,0,0,1150,90495,0,0,1306,21208,0,0,0,0,0,256,63447,0,0,954,85869,0,0,0,0,0,1188,97460,0,0,1311,0,0,0,0,0,0,0,"0"
59468,0,701,81255,0,1131,82257,0,0,0,0,0,1151,82345,0,0,1312,73413,0,0,0,0,0,1152,91035,0,0,1309,21767,0,0,0,0,0,260,63308,0,0,942,86259,0,0,0,0,0,1194,97578,0,0,1296,0,0,0,0,0,0,0,"0"
59570,0,707,76799,0,1073,81642,0,0,0,0,0,1145,81214,0,0,1300,72786,0,0,0,0,0,1145,90087,0,0,1300,21352,0,0,0,0,0,258,62714,0,0,940,85907,0,0,0,0,0,1188,96686,0,0,1296,0,0,0,0,0,0,0,"0"
59310,0,699,82354,0,1145,80623,0,0,0,0,0,1129,80291,0,0,1284,71879,0,0,0,0,0,1128,89101,0,0,1286,21528,0,0,0,0,0,259,64511,0,0,969,86314,0,0,0,0,0,1195,99030,0,0,1329,0,0,0,0,0,0,0,"0"
59666,3,708,75950,0,1062,81550,0,0,0,0,0,1143,81115,0,0,1298,72683,0,0,0,0,0,1143,89965,0,0,1298,21244,0,0,0,0,0,256,61869,0,0,926,85850,0,0,0,0,0,1187,95512,0,0,1277,0,0,0,0,0,0,0,"0"
59023,0,696,82381,0,1145,81565,0,0,0,0,0,1143,80961,0,0,1297,72767,0,0,0,0,0,1144,89825,0,0,1297,21352,0,0,0,0,0,257,62895,0,0,944,85619,0,0,0,0,0,1186,97004,0,0,1299,0,0,0,0,0,0,0,"0"
59955,3,711,80541,1,1120,81894,0,0,0,0,0,1148,81462,0,0,1303,72763,0,0,0,0,0,1144,90312,0,0,1303,21414,0,0,0,0,0,258,67218,0,0,1011,86619,0,0,0,0,0,1197,101212,0,0,1366,0,0,0,0,0,0,0,"0"
59025,0,696,75665,0,1060,81849,0,0,0,0,0,1147,81267,0,0,1302,72945,0,0,0,0,0,1147,90171,0,0,1302,21287,0,0,0,0,0,256,65917,0,0,992,85839,0,0,0,0,0,1189,100057,0,0,1347,0,0,0,0,0,0,0,"0"
59551,3,706,81629,0,1134,80645,0,0,0,0,0,1130,80396,0,0,1286,72037,0,0,0,0,0,1132,89136,0,0,1286,20997,0,0,0,0,0,252,61037,0,0,912,85639,0,0,0,0,0,1184,94649,0,0,1262,0,0,0,0,0,0,0,"0"
50778,10,583,71010,18,981,24469,0,0,0,0,0,271,37363,0,0,468,24403,0,0,0,0,0,270,37546,0,0,471,24535,0,0,0,0,0,272,37476,0,0,470,75244,0,0,0,0,0,1041,70051,0,0,789,0,0,9,0,3,0,0,"0"
61321,23,731,76089,22,1067,121653,0,0,0,0,0,2004,98019,0,0,1670,50191,0,0,0,0,0,789,117873,0,0,1965,50071,0,0,0,0,0,787,110019,0,0,1820,96127,0,0,0,0,0,1380,147293,0,0,2248,0,53,0,0,46,0,0,"1"
59397,7,704,79869,8,1111,127795,0,0,0,0,0,2096,128799,0,0,2249,61529,0,0,0,0,0,1003,112579,0,0,1877,60743,0,0,0,0,0,988,104829,0,0,1730,105603,0,0,0,0,0,1550,147277,0,0,2264,0,81,0,0,77,0,0,"1"
59879,2,709,79665,1,1112,127737,0,0,0,0,0,2092,129465,0,0,2251,61293,0,0,0,0,0,994,114281,0,0,1899,61149,0,0,0,0,0,992,104991,0,0,1724,105771,0,0,0,0,0,1556,150671,0,0,2309,0,69,0,0,67,0,0,"1"
59521,0,707,80328,0,1117,122556,0,0,0,0,0,2009,124006,0,0,2163,61183,0,0,0,0,0,998,110441,0,0,1842,56218,0,0,0,0,0,906,99410,0,0,1641,105148,0,0,0,0,0,1546,147626,0,0,2276,0,61,0,0,61,0,0,"1"
58067,0,676,80352,0,1120,86278,0,0,0,0,0,1379,90234,0,0,1535,48196,0,0,0,0,0,754,87514,0,0,1439,50194,0,0,0,0,0,791,78926,0,0,1277,91710,0,0,0,0,0,1293,115596,0,0,1700,0,13,0,0,12,0,0,"0"
77639,352,968,87096,348,1217,94631,0,0,0,0,0,1388,108493,0,0,1686,60629,0,0,0,0,0,896,109051,0,0,1647,60527,0,0,0,0,0,893,99067,0,0,1477,116028,0,0,0,0,0,1615,144138,0,0,2014,0,0,87,0,1,0,0,"0"
0,0,0,0,0,0,40271,0,0,0,0,0,489,49369,0,0,708,31060,0,0,0,0,0,402,51256,0,0,698,31683,0,0,0,0,0,412,48958,0,0,663,87576,0,0,0,0,0,1212,86733,0,0,1084,0,0,3,0,1,0,0,"0"
59808,3,711,86517,0,1197,21647,0,0,0,0,0,260,30666,0,0,419,21568,0,0,0,0,0,259,30583,0,0,418,21424,0,0,0,0,0,257,30723,0,0,420,85723,0,0,0,0,0,1186,64578,0,0,773,0,0,0,0,0,0,0,"0"
59088,0,696,85590,0,1185,21386,0,0,0,0,0,257,29630,0,0,411,21184,0,0,0,0,0,254,29700,0,0,412,21324,0,0,0,0,0,256,29560,0,0,410,85590,0,0,0,0,0,1185,63626,0,0,763,0,0,0,0,0,0,0,"0"
59910,3,711,86598,0,1197,21392,0,0,0,0,0,258,29892,0,0,414,21475,0,0,0,0,0,259,29975,0,0,415,21458,0,0,0,0,0,259,30041,0,0,416,86598,0,0,0,0,0,1197,63974,0,0,771,0,0,0,0,0,0,0,"0"
58218,0,688,84768,0,1173,20872,0,0,0,0,0,251,29216,0,0,405,21070,0,0,0,0,0,254,29216,0,0,405,20938,0,0,0,0,0,252,29216,0,0,405,84768,0,0,0,0,0,1173,62612,0,0,753,0,0,0,0,0,0,0,"0"
59652,2,704,85818,0,1188,21616,0,0,0,0,0,260,29988,0,0,416,21616,0,0,0,0,0,260,29988,0,0,416,21550,0,0,0,0,0,259,29988,0,0,416,86688,0,0,0,0,0,1200,64514,0,0,775,0,0,0,0,0,0,0,"0"
59679,0,709,86301,0,1194,21335,0,0,0,0,0,258,29437,0,0,408,21137,0,0,0,0,0,255,29437,0,0,408,21071,0,0,0,0,0,254,29437,0,0,408,85431,0,0,0,0,0,1182,63275,0,0,763,0,0,0,0,0,0,0,"0"
59301,0,698,85869,0,1188,21479,0,0,0,0,0,258,29715,0,0,412,21343,0,0,0,0,0,256,29785,0,0,413,21541,0,0,0,0,0,259,29785,0,0,413,85869,0,0,0,0,0,1188,64095,0,0,769,0,0,0,0,0,0,0,"0"
59524,0,707,86013,0,1190,21226,0,0,0,0,0,256,29797,0,0,413,21292,0,0,0,0,0,257,29727,0,0,412,21292,0,0,0,0,0,257,29797,0,0,413,86301,0,0,0,0,0,1194,63542,0,0,766,0,0,0,0,0,0,0,"0"
59372,0,700,86094,0,1192,21738,0,0,0,0,0,260,30774,0,0,421,21965,0,0,0,0,0,263,30581,0,0,418,21742,0,0,0,0,0,260,30721,0,0,420,85806,0,0,0,0,0,1188,65384,0,0,780,0,0,0,0,0,0,0,"0"
59466,0,705,85926,0,1188,21310,0,0,0,0,0,257,29606,0,0,410,21376,0,0,0,0,0,258,29742,0,0,412,21314,0,0,0,0,0,257,29536,0,0,409,85926,0,0,0,0,0,1188,63732,0,0,768,0,0,0,0,0,0,0,"0"
59505,0,702,86460,0,1197,21740,0,0,0,0,0,262,30003,0,0,416,21455,0,0,0,0,0,258,29990,0,0,416,21525,0,0,0,0,0,259,29920,0,0,415,86530,0,0,0,0,0,1198,64369,0,0,774,0,0,0,0,0,0,0,"0"
59469,3,705,85704,0,1185,21381,0,0,0,0,0,258,29660,0,0,411,21245,0,0,0,0,0,256,29730,0,0,412,21311,0,0,0,0,0,257,29730,0,0,412,85704,0,0,0,0,0,1185,63669,0,0,767,0,0,0,0,0,0,0,"0"
59143,0,698,85929,0,1190,21442,0,0,0,0,0,258,29765,0,0,413,21442,0,0,0,0,0,258,29765,0,0,413,21310,0,0,0,0,0,256,29765,0,0,413,86415,0,0,0,0,0,1197,63926,0,0,768,0,0,0,0,0,0,0,"0"
59453,3,704,85695,0,1184,21337,0,0,0,0,0,257,29622,0,0,410,21139,0,0,0,0,0,254,29622,0,0,410,21188,0,0,0,0,0,255,29622,0,0,410,85341,0,0,0,0,0,1179,63230,0,0,760,0,0,0,0,0,0,0,"0"
58842,0,697,85293,0,1181,21068,0,0,0,0,0,254,29347,0,0,407,21068,0,0,0,0,0,254,29281,0,0,406,21068,0,0,0,0,0,254,29281,0,0,406,85161,0,0,0,0,0,1179,62936,0,0,758,0,0,0,0,0,0,0,"0"
59398,1,701,85950,0,1190,21458,0,0,0,0,0,258,29838,0,0,414,21458,0,0,0,0,0,258,29838,0,0,414,21458,0,0,0,0,0,258,29838,0,0,414,86238,0,0,0,0,0,1194,64106,0,0,770,0,0,0,0,0,0,0,"0"
