@relation class
@attribute h_s_1_dst_bytes real
@attribute h_s_1_dst_flow real
@attribute h_s_1_dst_pkt real
@attribute h_s_1_src_bytes real
@attribute h_s_1_src_flow real
@attribute h_s_1_src_pkt real
@attribute hmi_dst_bytes real
@attribute hmi_dst_flow real
@attribute hmi_dst_pkt real
@attribute hmi_src_bytes real
@attribute hmi_src_flow real
@attribute hmi_src_pkt real
@attribute port_1_s_rx_bytes real
@attribute port_1_s_rx_crc_err real
@attribute port_1_s_rx_drop real
@attribute port_1_s_rx_error real
@attribute port_1_s_rx_frame_err real
@attribute port_1_s_rx_over_err real
@attribute port_1_s_rx_pkt real
@attribute port_1_s_tx_bytes real
@attribute port_1_s_tx_drop real
@attribute port_1_s_tx_error real
@attribute port_1_s_tx_pkt real
@attribute port_2_s_rx_bytes real
@attribute port_2_s_rx_crc_err real
@attribute port_2_s_rx_drop real
@attribute port_2_s_rx_error real
@attribute port_2_s_rx_frame_err real
@attribute port_2_s_rx_over_err real
@attribute port_2_s_rx_pkt real
@attribute port_2_s_tx_bytes real
@attribute port_2_s_tx_drop real
@attribute port_2_s_tx_error real
@attribute port_2_s_tx_pkt real
@attribute port_3_s_rx_bytes real
@attribute port_3_s_rx_crc_err real
@attribute port_3_s_rx_drop real
@attribute port_3_s_rx_error real
@attribute port_3_s_rx_frame_err real
@attribute port_3_s_rx_over_err real
@attribute port_3_s_rx_pkt real
@attribute port_3_s_tx_bytes real
@attribute port_3_s_tx_drop real
@attribute port_3_s_tx_error real
@attribute port_3_s_tx_pkt real
@attribute port_h_s_1_rx_bytes real
@attribute port_h_s_1_rx_crc_err real
@attribute port_h_s_1_rx_drop real
@attribute port_h_s_1_rx_error real
@attribute port_h_s_1_rx_frame_err real
@attribute port_h_s_1_rx_over_err real
@attribute port_h_s_1_rx_pkt real
@attribute port_h_s_1_tx_bytes real
@attribute port_h_s_1_tx_drop real
@attribute port_h_s_1_tx_error real
@attribute port_h_s_1_tx_pkt real
@attribute port_hmi_rx_bytes real
@attribute port_hmi_rx_crc_err real
@attribute port_hmi_rx_drop real
@attribute port_hmi_rx_error real
@attribute port_hmi_rx_frame_err real
@attribute port_hmi_rx_over_err real
@attribute port_hmi_rx_pkt real
@attribute port_hmi_tx_bytes real
@attribute port_hmi_tx_drop real
@attribute port_hmi_tx_error real
@attribute port_hmi_tx_pkt real
@attribute port_udp_counts real
@attribute rst real
@attribute tcp_connection real
@attribute tcp_failed real
@attribute tcp_port_counts real
@attribute udp_connection real
@attribute unknown_protocol real
@attribute class{0}
@data
320,5,5,0,3,0,76588,0,702,85532,5,1186,23392,0,0,0,0,0,293,112195,0,0,538,121480,0,0,0,0,0,378,76745,0,0,565,64993,0,0,0,0,0,381,138290,0,0,554,65875,0,0,0,0,0,37,48702,0,0,181,86889,0,0,0,0,0,1206,126118,0,0,892,0,0,2,0,1,0,0,"0"
0,0,0,0,1,0,59923,2,709,86040,0,1189,91117,0,0,0,0,0,356,82745,0,0,534,72140,0,0,0,0,0,357,100745,0,0,541,61226,0,0,0,0,0,347,113075,0,0,518,44939,0,0,0,0,0,23,23582,0,0,112,87520,0,0,0,0,0,1217,101999,0,0,835,0,0,2,0,1,0,0,"0"
0,0,0,0,0,0,64509,12,610,70870,23,983,104888,0,0,0,0,0,756,156460,0,0,1057,101129,0,0,0,0,0,719,127580,0,0,1034,117079,0,0,0,0,0,409,159767,0,0,947,78858,0,0,0,0,0,53,95306,0,0,653,80808,0,0,0,0,0,1115,231630,0,0,1289,0,0,11,0,4,0,0,"0"
0,0,0,0,0,0,46944,1,693,79743,0,1108,150235,0,0,0,0,0,1248,138866,0,0,1494,138685,0,0,0,0,0,1262,146518,0,0,1494,31699,0,0,0,0,0,358,170073,0,0,1099,56936,0,0,0,0,0,30,89796,0,0,758,87993,0,0,0,0,0,1227,187222,0,0,1506,0,0,2,0,1,0,0,"0"
274,4,4,211,5,3,131369,0,718,84139,4,1169,76437,0,0,0,0,0,1260,273523,0,0,1512,236633,0,0,0,0,0,1274,130938,0,0,1505,145203,0,0,0,0,0,412,182103,0,0,1138,63087,0,0,0,0,0,43,114004,0,0,752,88380,0,0,0,0,0,1226,246814,0,0,1491,0,0,2,0,1,0,0,"0"
406,1,8,17693,0,5,0,0,682,77689,0,1083,93465,0,0,0,0,0,1257,211411,0,0,1461,119775,0,0,0,0,0,1235,180573,0,0,1484,86600,0,0,0,0,0,375,119646,0,0,1077,106919,0,0,0,0,0,64,106540,0,0,766,88579,0,0,0,0,0,1231,184171,0,0,1456,0,0,2,0,1,0,0,"0"
0,0,0,0,0,0,59347,0,704,74712,0,1046,114666,0,0,0,0,0,1226,143557,0,0,1416,153748,0,0,0,0,0,1267,146292,0,0,1452,25676,0,0,0,0,0,304,123257,0,0,1049,53922,0,0,0,0,0,29,79720,0,0,709,87648,0,0,0,0,0,1220,175756,0,0,1439,0,0,2,0,1,0,0,"0"
0,0,0,0,0,0,59633,0,703,78444,0,1096,167488,0,0,0,0,0,1284,161323,0,0,1490,105496,0,0,0,0,0,1232,207051,0,0,1461,64081,0,0,0,0,0,351,153396,0,0,1128,54273,0,0,0,0,0,34,136715,0,0,752,87762,0,0,0,0,0,1221,228307,0,0,1508,0,0,2,0,1,0,0,"0"
0,0,0,0,0,0,59446,0,706,80607,0,1121,129028,0,0,0,0,0,1272,161091,0,0,1446,94953,0,0,0,0,0,1200,113537,0,0,1420,42849,0,0,0,0,0,329,115787,0,0,1010,99952,0,0,0,0,0,49,40190,0,0,680,88120,0,0,0,0,0,1227,135268,0,0,1392,0,0,2,0,1,0,0,"0"
0,0,0,0,0,0,59330,0,698,79899,0,1113,146710,0,0,0,0,0,1221,151058,0,0,1441,197025,0,0,0,0,0,1271,185598,0,0,1476,64962,0,0,0,0,0,369,149043,0,0,1044,26914,0,0,0,0,0,21,109558,0,0,657,91931,0,0,0,0,0,1270,255916,0,0,1420,0,0,2,0,1,0,0,"0"
42,1,1,42,1,1,59412,3,706,81585,2,1134,109063,0,0,0,0,0,1302,248010,0,0,1527,97182,0,0,0,0,0,1221,154394,0,0,1456,165659,0,0,0,0,0,425,129164,0,0,1112,97612,0,0,0,0,0,48,79108,0,0,715,88158,0,0,0,0,0,1225,176993,0,0,1429,0,0,2,0,1,0,0,"0"
92,2,1,0,1,0,59568,0,701,77187,0,1079,107224,0,0,0,0,0,1246,157282,0,0,1446,194519,0,0,0,0,0,1286,148348,0,0,1495,49656,0,0,0,0,0,378,209251,0,0,1112,56760,0,0,0,0,0,28,108772,0,0,739,87174,0,0,0,0,0,1211,191008,0,0,1450,0,0,1,0,1,0,0,"0"
0,0,0,0,0,0,59646,3,709,80349,0,1118,111073,0,0,0,0,0,1256,194756,0,0,1457,135029,0,0,0,0,0,1214,149905,0,0,1408,103588,0,0,0,0,0,363,140116,0,0,1122,29112,0,0,0,0,0,17,86279,0,0,715,87702,0,0,0,0,0,1217,149607,0,0,1433,0,0,2,0,1,0,0,"0"
0,0,0,0,0,0,59159,0,697,80160,0,1115,72681,0,0,0,0,0,1207,158476,0,0,1379,254296,0,0,0,0,0,1317,139913,0,0,1498,83877,0,0,0,0,0,408,202174,0,0,1098,86668,0,0,0,0,0,42,37331,0,0,656,87925,0,0,0,0,0,1228,149569,0,0,1365,0,0,3,0,1,0,0,"0"
0,0,0,0,0,0,59177,3,701,78228,0,1093,93619,0,0,0,0,0,1259,232889,0,0,1455,113777,0,0,0,0,0,1221,193690,0,0,1451,150408,0,0,0,0,0,370,117391,0,0,1082,4452,0,0,0,0,0,6,163025,0,0,694,87260,0,0,0,0,0,1212,229434,0,0,1434,0,0,1,0,1,0,0,"0"
84,1,2,42,1,1,58704,0,695,81380,0,1131,121772,0,0,0,0,0,1386,410724,0,0,1585,211642,0,0,0,0,0,1299,183333,0,0,1536,248895,0,0,0,0,0,480,185234,0,0,1189,35860,0,0,0,0,0,18,144931,0,0,727,87600,0,0,0,0,0,1217,210521,0,0,1442,0,0,2,0,1,0,0,"0"
0,0,0,0,0,0,59990,2,708,84778,0,1175,92033,0,0,0,0,0,1208,131857,0,0,1393,97079,0,0,0,0,0,1219,145352,0,0,1408,49153,0,0,0,0,0,306,81748,0,0,998,42225,0,0,0,0,0,28,59923,0,0,639,86645,0,0,0,0,0,1201,123025,0,0,1356,0,0,2,0,1,0,0,"0"
0,0,0,0,0,0,59369,0,705,73911,0,1037,126720,0,0,0,0,0,1229,155454,0,0,1417,94695,0,0,0,0,0,1191,162067,0,0,1396,77716,0,0,0,0,0,369,186551,0,0,1067,74782,0,0,0,0,0,31,112822,0,0,661,87707,0,0,0,0,0,1219,174730,0,0,1364,0,0,2,0,1,0,0,"0"
0,0,0,0,0,0,59653,1,703,79590,0,1109,110415,0,0,0,0,0,1246,207569,0,0,1459,115316,0,0,0,0,0,1215,165779,0,0,1435,114664,0,0,0,0,0,418,191245,0,0,1153,121071,0,0,0,0,0,69,91882,0,0,743,87941,0,0,0,0,0,1223,155706,0,0,1426,0,0,2,0,1,0,0,"0"
0,0,0,0,0,0,59416,0,705,76134,1,1066,123303,0,0,0,0,0,1344,310851,0,0,1516,152036,0,0,0,0,0,1230,131494,0,0,1439,189547,0,0,0,0,0,424,127689,0,0,1183,35864,0,0,0,0,0,18,80517,0,0,713,89148,0,0,0,0,0,1240,175988,0,0,1455,0,0,2,0,1,0,0,"0"
0,0,0,0,0,0,59240,0,698,80148,0,1116,109336,0,0,0,0,0,1206,118511,0,0,1410,89939,0,0,0,0,0,1238,173967,0,0,1427,42699,0,0,0,0,0,322,115360,0,0,1014,78179,0,0,0,0,0,43,87514,0,0,705,86823,0,0,0,0,0,1206,164153,0,0,1395,0,0,1,0,1,0,0,"0"
491,5,8,830,5,3,59884,3,711,78510,1,1095,97017,0,0,0,0,0,1230,168611,0,0,1405,125805,0,0,0,0,0,1231,159129,0,0,1427,61319,0,0,0,0,0,303,102764,0,0,1041,21518,0,0,0,0,0,17,106879,0,0,678,87788,0,0,0,0,0,1218,171699,0,0,1401,0,0,2,0,1,0,0,"0"
0,0,0,0,0,0,59031,0,697,82592,1,1148,142939,0,0,0,0,0,1283,176949,0,0,1443,146349,0,0,0,0,0,1281,205812,0,0,1475,22341,0,0,0,0,0,274,122979,0,0,1008,101879,0,0,0,0,0,53,97799,0,0,720,88431,0,0,0,0,0,1234,178061,0,0,1399,0,0,3,0,1,0,0,"0"
0,0,0,0,0,0,59651,2,706,77470,0,1080,94877,0,0,0,0,0,1236,191544,0,0,1467,143573,0,0,0,0,0,1260,143877,0,0,1460,44894,0,0,0,0,0,333,154703,0,0,1077,89812,0,0,0,0,0,46,95060,0,0,717,86258,0,0,0,0,0,1193,154922,0,0,1425,0,0,1,0,1,0,0,"0"
0,0,0,0,0,0,58711,0,693,83103,0,1153,262637,0,0,0,0,0,1327,188714,0,0,1498,91077,0,0,0,0,0,1161,180292,0,0,1422,94658,0,0,0,0,0,345,150320,0,0,1035,11969,0,0,0,0,0,8,142094,0,0,661,91967,0,0,0,0,0,1270,314892,0,0,1439,0,0,2,0,1,0,0,"0"
934,5,16,17772,2,6,59399,3,702,73470,0,1032,78794,0,0,0,0,0,1278,270611,0,0,1475,209018,0,0,0,0,0,1269,168246,0,0,1487,116893,0,0,0,0,0,366,130639,0,0,1078,47661,0,0,0,0,0,22,114390,0,0,709,87624,0,0,0,0,0,1218,193942,0,0,1438,0,0,2,0,1,0,0,"0"
0,0,0,0,0,0,69651,12,603,73061,23,1012,41304,0,0,0,0,0,373,157842,0,0,677,58635,0,0,0,0,0,343,84015,0,0,633,62952,0,0,0,0,0,341,91341,0,0,632,103873,0,0,0,0,0,64,60608,0,0,395,77883,0,0,0,0,0,1087,130431,0,0,973,0,0,11,0,4,0,0,"0"
42,1,1,42,1,1,42297,0,706,84778,0,1172,49041,0,0,0,0,0,332,100894,0,0,553,43774,0,0,0,0,0,342,108510,0,0,561,65399,0,0,0,0,0,384,111552,0,0,573,107203,0,0,0,0,0,54,37978,0,0,217,87116,0,0,0,0,0,1211,97210,0,0,885,0,0,2,0,1,0,0,"0"
42,0,1,0,0,0,58344,0,688,75745,0,1059,131025,0,0,0,0,0,461,187572,0,0,663,83532,0,0,0,0,0,399,149990,0,0,644,25839,0,0,0,0,0,335,118139,0,0,551,177280,0,0,0,0,0,89,22843,0,0,246,86403,0,0,0,0,0,1194,79132,0,0,908,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,59763,2,707,86397,0,1197,35828,0,0,0,0,0,343,113574,0,0,522,66815,0,0,0,0,0,337,83196,0,0,523,67209,0,0,0,0,0,367,112938,0,0,530,105710,0,0,0,0,0,45,17814,0,0,165,86343,0,0,0,0,0,1196,75616,0,0,834,0,0,0,0,0,0,0,"0"
934,5,16,17706,2,5,59277,0,703,85710,0,1185,48133,0,0,0,0,0,415,205217,0,0,609,94008,0,0,0,0,0,357,92601,0,0,566,64858,0,0,0,0,0,355,95280,0,0,560,128410,0,0,0,0,0,66,42794,0,0,257,85834,0,0,0,0,0,1187,98342,0,0,891,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,60165,0,710,86454,0,1197,66620,0,0,0,0,0,343,116020,0,0,569,70068,0,0,0,0,0,368,93637,0,0,537,62726,0,0,0,0,0,362,135120,0,0,546,55923,0,0,0,0,0,35,70089,0,0,176,86994,0,0,0,0,0,1204,129852,0,0,874,0,0,0,0,0,0,0,"0"
42,0,1,0,0,0,59256,0,703,86346,0,1194,82589,0,0,0,0,0,359,97953,0,0,582,87054,0,0,0,0,0,413,186001,0,0,648,128947,0,0,0,0,0,433,157352,0,0,605,89992,0,0,0,0,0,50,31944,0,0,193,85608,0,0,0,0,0,1184,91304,0,0,892,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,59214,0,697,85826,0,1188,119466,0,0,0,0,0,498,309059,0,0,717,216492,0,0,0,0,0,477,185860,0,0,712,29494,0,0,0,0,0,353,175644,0,0,562,178877,0,0,0,0,0,87,115971,0,0,318,86472,0,0,0,0,0,1197,170365,0,0,948,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,59523,3,707,86293,0,1194,41913,0,0,0,0,0,311,86194,0,0,531,66513,0,0,0,0,0,392,136180,0,0,563,85161,0,0,0,0,0,354,91658,0,0,532,61162,0,0,0,0,0,29,38569,0,0,154,85717,0,0,0,0,0,1186,97960,0,0,855,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,59763,0,704,86517,0,1197,77935,0,0,0,0,0,363,170538,0,0,668,109969,0,0,0,0,0,451,171683,0,0,634,63553,0,0,0,0,0,377,144076,0,0,600,102127,0,0,0,0,0,42,111681,0,0,267,86517,0,0,0,0,0,1197,172162,0,0,979,0,0,0,0,0,0,0,"0"
314,5,5,262,3,1,59130,3,702,85239,0,1179,161308,0,0,0,0,0,416,143673,0,0,620,100692,0,0,0,0,0,398,142285,0,0,617,86480,0,0,0,0,0,428,208045,0,0,602,56034,0,0,0,0,0,33,71340,0,0,222,85239,0,0,0,0,0,1179,129611,0,0,903,0,0,0,0,0,0,0,"0"
546,0,10,17444,0,4,59415,0,700,84570,0,1170,59685,0,0,0,0,0,315,87308,0,0,561,97496,0,0,0,0,0,400,115938,0,0,567,49872,0,0,0,0,0,374,132856,0,0,561,75896,0,0,0,0,0,32,32929,0,0,190,85695,0,0,0,0,0,1185,91858,0,0,879,0,0,0,0,0,0,0,"0"
0,0,0,132,0,2,59157,3,701,87324,0,1209,64705,0,0,0,0,0,352,91190,0,0,569,64127,0,0,0,0,0,390,174264,0,0,599,62347,0,0,0,0,0,362,124323,0,0,564,152709,0,0,0,0,0,56,27315,0,0,214,86199,0,0,0,0,0,1194,85410,0,0,890,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,59661,0,708,85620,0,1184,66618,0,0,0,0,0,383,153528,0,0,565,47904,0,0,0,0,0,383,181380,0,0,587,109467,0,0,0,0,0,395,124865,0,0,581,200885,0,0,0,0,0,97,24236,0,0,212,85908,0,0,0,0,0,1188,78500,0,0,847,0,0,0,0,0,0,0,"0"
42,1,1,42,1,1,59319,0,699,86412,0,1196,133788,0,0,0,0,0,449,248569,0,0,707,203530,0,0,0,0,0,498,182423,0,0,696,64138,0,0,0,0,0,392,157515,0,0,576,53908,0,0,0,0,0,28,113708,0,0,242,86256,0,0,0,0,0,1194,173583,0,0,943,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,59652,0,708,58626,0,844,118297,0,0,0,0,0,447,228285,0,0,692,92373,0,0,0,0,0,427,202939,0,0,683,111429,0,0,0,0,0,428,146888,0,0,640,170253,0,0,0,0,0,71,71414,0,0,328,86346,0,0,0,0,0,1194,127584,0,0,990,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,59322,0,699,85950,0,1190,69505,0,0,0,0,0,332,80956,0,0,546,99508,0,0,0,0,0,347,57959,0,0,545,47645,0,0,0,0,0,388,153479,0,0,535,46072,0,0,0,0,0,36,11194,0,0,165,85818,0,0,0,0,0,1188,70511,0,0,859,0,0,0,0,0,0,0,"0"
768,6,14,17814,3,7,59613,0,708,85593,0,1184,43311,0,0,0,0,0,324,93980,0,0,522,37202,0,0,0,0,0,335,97888,0,0,519,101454,0,0,0,0,0,390,128110,0,0,576,80496,0,0,0,0,0,36,36977,0,0,154,86371,0,0,0,0,0,1195,95982,0,0,845,0,0,0,0,0,0,0,"0"
0,0,0,0,0,0,59169,0,696,86361,0,1195,60872,0,0,0,0,0,335,88839,0,0,554,94619,0,0,0,0,0,394,130537,0,0,592,84826,0,0,0,0,0,394,138095,0,0,553,53706,0,0,0,0,0,25,43236,0,0,164,85653,0,0,0,0,0,1185,103149,0,0,867,0,0,0,0,0,0,0,"0"
